MarketingNeighborhoodParcelId,ParcelNumber,CountyId,NoticeValue,FinalValue,Neighborhood,AverageReductionPercent,ParcelAddress,PotentialReduction,PotentialSavings,HashCode,CalculationValue,TaxRate,ParcelCity,ParcelState,ParcelZip,StreetNumber,StreetName,StreetPrefix,StreetSuffix,CreatedBy,CreatedDate,UpdatedBy,UpdatedDate,RowversionTime
1340,982680,227,930840,930840,E4D7C,0.0755,1705 DELONEY ST 1,70000,1400,33EFE90D40,223068360000,2,Austin,TX,78721,1705,DELONEY,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636936
1341,983135,227,939420,939420,E4D7C,0.0755,1407 E M FRANKLIN AVE 2,70000,1400,33F6110E48,223171645000,2,Austin,TX,78721,1407,E M FRANKLIN,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636937
1342,198253,227,731250,731250,E5000,0.099,1106 LOTT AVE E,72000,1440,A7A69DC58,45003431000,2,Austin,TX,78721,1106,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636938
1343,201197,227,787500,787500,E5000,0.099,1323 DELANO ST,77000,1540,AA23F2058,45671719000,2,Austin,TX,78721,1323,DELANO,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636939
1344,201203,227,795783,795783,E5000,0.099,5604 JACKIE ROBINSON ST,78000,1560,AA253E8A8,45673081000,2,Austin,TX,78721,5604,JACKIE ROBINSON,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63693A
1345,202906,227,731250,731250,E5000,0.099,4108 TANNEHILL LN,72000,1440,AB95EAAB0,46059662000,2,Austin,TX,78721,4108,TANNEHILL,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63693B
1346,961832,227,900000,900000,E5000,0.099,JACKIE ROBINSON ST,89000,1780,32D5D4E4C0,218335864000,2,Austin,TX,78721,0,JACKIE ROBINSON,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63693C
1347,190202,227,743870,743870,E5005,0.0577,6106 CALMAR CV,42000,840,A0D7B3FB0,43175854000,2,Austin,TX,78721,6106,CALMAR,,CV,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63693D
1348,197891,227,879538,879538,E5005,0.0577,1132 DENFIELD ST D,50000,1000,A7583FC28,44921257000,2,Austin,TX,78721,1132,DENFIELD,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63693E
1349,951792,227,907236,907236,E5005,0.0577,MAHAN DR,52000,1040,324DFCE480,216056784000,2,Austin,TX,78721,0,MAHAN,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63693F
1350,193710,227,745950,745950,E5009,0.0662,1116 RICHARDINE AVE,49000,980,A3CF21110,43972170000,2,Austin,TX,78721,1116,RICHARDINE,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636940
1351,193739,227,859955,859955,E5009,0.0662,1111 RICHARDINE AVE,56000,1120,A3D5683E8,43978753000,2,Austin,TX,78721,1111,RICHARDINE,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636941
1352,193761,227,638376,638376,E5009,0.0662,947 LOTT AVE,42000,840,A3DA2B7B8,43983747000,2,Austin,TX,78721,947,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636942
1353,195628,227,718373,718373,E5009,0.0662,4603 ALF AVE,47000,940,A56E587A0,44407556000,2,Austin,TX,78721,4603,ALF,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636943
1354,195634,227,822292,822292,E5009,0.0662,4705 ALF AVE,54000,1080,A56FA4FF0,44408918000,2,Austin,TX,78721,4705,ALF,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636944
1355,195643,227,830282,830282,E5009,0.0662,4901 ALF AVE,54000,1080,A57197C68,44410961000,2,Austin,TX,78721,4901,ALF,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636945
1356,195652,227,825936,825936,E5009,0.0662,1104 SAUCEDO ST,54000,1080,A5738A8E0,44413004000,2,Austin,TX,78721,1104,SAUCEDO,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636946
1357,195715,227,615770,612500,E5009,0.0662,4603 MUNSON ST,40000,800,A5812E028,44427305000,2,Austin,TX,78721,4603,MUNSON,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636947
1358,195728,227,954849,954849,E5009,0.0662,4801 MUNSON ST,63000,1260,A583FE780,44430256000,2,Austin,TX,78721,4801,MUNSON,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636948
1359,196188,227,652328,652328,E5009,0.0662,5308 LEDESMA RD,43000,860,A5E793A20,44534676000,2,Austin,TX,78721,5308,LEDESMA,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636949
1360,196233,227,653754,653754,E5009,0.0662,1124 GARLAND AVE,43000,860,A5F151878,44544891000,2,Austin,TX,78721,1124,GARLAND,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63694A
1361,196278,227,1145388,1145388,E5009,0.0662,1001 LOTT AVE,75000,1500,A5FB0F6D0,44555106000,2,Austin,TX,78721,1001,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63694B
1362,196286,227,606840,606840,E5009,0.0662,1019 LOTT AVE,40000,800,A5FCCAC90,44556922000,2,Austin,TX,78721,1019,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63694C
1363,196366,227,761321,761321,E5009,0.0662,1002 LOTT AVE,50000,1000,A60E1C610,44575082000,2,Austin,TX,78721,1002,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63694D
1364,197776,227,851742,851742,E5009,0.0662,4608 LEDESMA RD,56000,1120,A73F5A780,44895152000,2,Austin,TX,78721,4608,LEDESMA,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63694E
1365,197786,227,601120,601120,E5009,0.0662,4900 MENDOZA DR,39000,780,A74184AB0,44897422000,2,Austin,TX,78721,4900,MENDOZA,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63694F
1366,197809,227,834033,834033,E5009,0.0662,4905 LEDESMA RD,55000,1100,A7467F538,44902643000,2,Austin,TX,78721,4905,LEDESMA,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636950
1367,197847,227,880877,880877,E5009,0.0662,4612 TANNEY ST,58000,1160,A74EB9488,44911269000,2,Austin,TX,78721,4612,TANNEY,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636951
1368,197897,227,1126685,1126685,E5009,0.0662,1120 DENFIELD ST,74000,1480,A7598C478,44922619000,2,Austin,TX,78721,1120,DENFIELD,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636952
1369,197899,227,745381,745381,E5009,0.0662,1123 MAP ST D,49000,980,A759FB1E8,44923073000,2,Austin,TX,78721,1123,MAP,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636953
1370,197968,227,775786,775786,E5009,0.0662,4709 SARA DR,51000,1020,A768EB180,44938736000,2,Austin,TX,78721,4709,SARA,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636954
1371,197977,227,708934,708934,E5009,0.0662,4607 SARA DR,46000,920,A76ADDDF8,44940779000,2,Austin,TX,78721,4607,SARA,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636955
1372,198176,227,889761,889761,E5009,0.0662,1131 LOTT AVE E,58000,1160,A795F2700,44985952000,2,Austin,TX,78721,1131,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636956
1373,198241,227,909957,909957,E5009,0.0662,5211 DELORES AVE,60000,1200,A7A404BB8,45000707000,2,Austin,TX,78721,5211,DELORES,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636957
1374,198242,227,773907,773907,E5009,0.0662,5213 DELORES AVE,51000,1020,A7A43C270,45000934000,2,Austin,TX,78721,5213,DELORES,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636958
1375,198249,227,888477,888477,E5009,0.0662,1122 LOTT AVE E,58000,1160,A7A5C0178,45002523000,2,Austin,TX,78721,1122,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636959
1376,199126,227,1014256,1014256,E5009,0.0662,1163 WEBBERVILLE RD,67000,1340,A8639B5D0,45201602000,2,Austin,TX,78721,1163,WEBBERVILLE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63695A
1377,199169,227,614727,614727,E5009,0.0662,5002 DELORES AVE,40000,800,A86CEA6B8,45211363000,2,Austin,TX,78721,5002,DELORES,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63695B
1378,199185,227,674071,674071,E5009,0.0662,4712 LOUIS AVE,44000,880,A87061238,45214995000,2,Austin,TX,78721,4712,LOUIS,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63695C
1379,202775,227,630297,630297,E5009,0.0662,1403 PENNY ST,41000,820,AB798EA88,46029925000,2,Austin,TX,78721,1403,PENNY,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63695D
1380,202796,227,851478,851478,E5009,0.0662,1403 S REDONDO DR,56000,1120,AB7E1A7A0,46034692000,2,Austin,TX,78721,1403,REDONDO,S,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63695E
1381,202836,227,623284,623284,E5009,0.0662,1307 WEBBERVILLE RD,41000,820,AB86C3460,46043772000,2,Austin,TX,78721,1307,WEBBERVILLE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63695F
1382,202958,227,1060586,1060586,E5009,0.0662,5208 DOWNS DR,70000,1400,ABA12C810,46071466000,2,Austin,TX,78721,5208,DOWNS,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636960
1383,203031,227,764567,764567,E5009,0.0662,5605 SAMUEL HUSTON AVE,50000,1000,ABB0FA288,46088037000,2,Austin,TX,78721,5605,SAMUEL HUSTON,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636961
1384,204825,227,603895,603895,E5009,0.0662,4710 OAK CLIFF DR,39000,780,AD35597F8,46495275000,2,Austin,TX,78721,4710,OAK CLIFF,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636962
1385,204841,227,950353,950353,E5009,0.0662,1814 RHODES RD,62000,1240,AD38D0378,46498907000,2,Austin,TX,78721,1814,RHODES,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636963
1386,204935,227,844426,844426,E5009,0.0662,4804 FILEY CV,55000,1100,AD4D29B08,46520245000,2,Austin,TX,78721,4804,FILEY,,CV,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636964
1387,205537,227,613677,613677,E5009,0.0662,4804 HEFLIN LN,40000,800,ADCF7C7B8,46656899000,2,Austin,TX,78721,4804,HEFLIN,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636965
1388,784758,227,739094,739094,E5009,0.0662,5411 PROCK LN,48000,960,2979F9B0D0,178140066000,2,Austin,TX,78721,5411,PROCK,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636966
1389,889482,227,602450,602450,E5009,0.0662,1916 BUNCHE RD,39000,780,2F02EAEF30,201912414000,2,Austin,TX,78721,1916,BUNCHE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636967
1390,921551,227,849325,849325,E5009,0.0662,5816 HAROLD CT,56000,1120,30B4D1C6C8,209192077000,2,Austin,TX,78721,5816,HAROLD,,CT,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636968
1391,978096,227,988585,988585,E5009,0.0662,4703 LOUIS AVE,65000,1300,33B1E33E80,222027792000,2,Austin,TX,78721,4703,LOUIS,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636969
1392,854224,227,789928,789928,E5D7C,0.0752,1160 NICKOLS AVE A,59000,1180,2D25DE3580,193908848000,2,Austin,TX,78721,1160,NICKOLS,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63696A
1393,860225,227,664676,664676,E5D7C,0.0752,5208 SAMUEL HUSTON AVE A,49000,980,2D771024B8,195271075000,2,Austin,TX,78721,5208,SAMUEL HUSTON,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63696B
1394,895060,227,722926,722926,E5D7C,0.0752,1309 DELANO ST 1,54000,1080,2F4E63B460,203178620000,2,Austin,TX,78721,1309,DELANO,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63696C
1395,899547,227,637490,637490,E5D7C,0.0752,5108 LOTT AVE A,47000,940,2F8B198768,204197169000,2,Austin,TX,78721,5108,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63696D
1396,902489,227,752479,752479,E5D7C,0.0752,5204 SAMUEL HUSTON AVE A,56000,1120,2FB2E7DDF8,204865003000,2,Austin,TX,78721,5204,SAMUEL HUSTON,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63696E
1397,906710,227,717763,717763,E5D7C,0.0752,1142 ELEANOR ST 1,53000,1060,2FEC0455D0,205823170000,2,Austin,TX,78721,1142,ELEANOR,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63696F
1398,911868,227,743327,743327,E5D7C,0.0752,1102 DELANO ST A,55000,1100,3031CE5520,206994036000,2,Austin,TX,78721,1102,DELANO,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636970
1399,911942,227,641134,641134,E5D7C,0.0752,4704 LOUIS AVE 1,48000,960,3032CEA650,207010834000,2,Austin,TX,78721,4704,LOUIS,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636971
1400,912775,227,757119,757119,E5D7C,0.0752,1418 FORT BRANCH BLVD 1,56000,1120,303E13F308,207199925000,2,Austin,TX,78721,1418,FORT BRANCH,,BLVD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636972
1401,914005,227,743939,743939,E5D7C,0.0752,4809 LOUIS AVE,55000,1100,304EB85B18,207479135000,2,Austin,TX,78721,4809,LOUIS,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636973
1402,919749,227,640896,640896,E5D7C,0.0752,5205 SAMUEL HUSTON AVE A,48000,960,309C701B98,208783023000,2,Austin,TX,78754,5205,SAMUEL HUSTON,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636974
1403,919752,227,784928,784928,E5D7C,0.0752,5000 BAKER ST 1,59000,1180,309C7A7FC0,208783704000,2,Austin,TX,78721,5000,BAKER,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636975
1404,922838,227,737607,737607,E5D7C,0.0752,1224 ELEANOR ST 1,55000,1100,30C63B9DD0,209484226000,2,Austin,TX,78721,1224,ELEANOR,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636976
1405,923242,227,938131,938131,E5D7C,0.0752,1144 MANSELL AVE 1,70000,1400,30CBB2F830,209575934000,2,Austin,TX,78721,1144,MANSELL,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636977
1406,923528,227,672984,672984,E5D7C,0.0752,1157 WEBBERVILLE RD 1,50000,1000,30CF9199C0,209640856000,2,Austin,TX,78721,1157,WEBBERVILLE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636978
1407,926680,227,970134,970134,E5D7C,0.0752,1125 SAUCEDO ST 1,72000,1440,30FA375340,210356360000,2,Austin,TX,78721,1125,SAUCEDO,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636979
1408,926681,227,606738,606738,E5D7C,0.0752,1125 SAUCEDO ST 2,45000,900,30FA3AC9F8,210356587000,2,Austin,TX,78721,1125,SAUCEDO,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63697A
1409,927866,227,665763,665763,E5D7C,0.0752,1121 OMEGA AVE 2,50000,1000,310A4353B0,210625582000,2,Austin,TX,78721,1121,OMEGA,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63697B
1410,927901,227,665763,665763,E5D7C,0.0752,1123 OMEGA AVE 2,50000,1000,310ABC8ED8,210633527000,2,Austin,TX,78721,1123,OMEGA,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63697C
1411,928701,227,625654,625654,E5D7C,0.0752,4709 PROCK LN A,47000,940,31158F8DD8,210815127000,2,Austin,TX,78721,4709,PROCK,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63697D
1412,928858,227,717596,717596,E5D7C,0.0752,5314 DOWNS DR B,53000,1060,3117AF5CB0,210850766000,2,Austin,TX,78721,5314,DOWNS,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63697E
1413,929631,227,826365,826365,E5D7C,0.0752,4606 ALF AVE 1,62000,1240,312224D648,211026237000,2,Austin,TX,78721,4606,ALF,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63697F
1414,930309,227,677654,677654,E5D7C,0.0752,1120 OMEGA AVE 1,50000,1000,312B514198,211180143000,2,Austin,TX,78721,1120,OMEGA,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636980
1415,937138,227,683493,683493,E5D7C,0.0752,1900 BUNCHE RD 1,51000,1020,3187B72BF0,212730326000,2,Austin,TX,78721,1900,BUNCHE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636981
1416,937346,227,793285,793285,E5D7C,0.0752,4606 LEDESMA RD 1,59000,1180,318A87A170,212777542000,2,Austin,TX,78721,4606,LEDESMA,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636982
1417,937518,227,722612,722612,E5D7C,0.0752,5312 DOWNS DR A,54000,1080,318CDB6510,212816586000,2,Austin,TX,78721,5312,DOWNS,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636983
1418,940576,227,878992,878992,E5D7C,0.0752,5005 LOTT AVE 1,66000,1320,31B63B8700,213510752000,2,Austin,TX,78721,5005,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636984
1419,941626,227,797868,797868,E5D7C,0.0752,1706 WEBBERVILLE RD 1,60000,1200,31C47075B0,213749102000,2,Austin,TX,78721,1706,WEBBERVILLE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636985
1420,943133,227,645972,635000,E5D7C,0.0752,5003 BAKER ST 1,48000,960,31D8D452D8,214091191000,2,Austin,TX,78721,5003,BAKER,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636986
1421,950115,227,709115,709115,E5D7C,0.0752,5008 LOTT AVE 1,53000,1060,32374C3128,215676105000,2,Austin,TX,78721,5008,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636987
1422,951310,227,919981,919981,E5D7C,0.0752,1109 MANSELL AVE 1,69000,1380,3.25E+16,215947370000,2,Austin,TX,78721,1109,MANSELL,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636988
1423,951311,227,640476,640476,E5D7C,0.0752,1109 MANSELL AVE 2,48000,960,32477AD4C8,215947597000,2,Austin,TX,78721,1109,MANSELL,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636989
1424,956560,227,646091,646091,E5D7C,0.0752,5709 TURA LN,48000,960,328E800780,217139120000,2,Austin,TX,78721,5709,TURA,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63698A
1425,956565,227,646091,646091,E5D7C,0.0752,5711 TURA LN,48000,960,328E915918,217140255000,2,Austin,TX,78721,5711,TURA,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63698B
1426,958896,227,782323,782323,E5D7C,0.0752,4706 PROCK 3 LN,58000,1160,32AE1B5680,217669392000,2,Austin,TX,78721,4706,PROCK,,3,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63698C
1427,969079,227,719469,719469,E5D7C,0.0752,1729 BUNCHE RD 1,54000,1080,3337E2A788,219980933000,2,Austin,TX,78721,1729,BUNCHE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63698D
1428,969746,227,637269,637269,E5D7C,0.0752,5609 TURA LN A,47000,940,3340E8F8F0,220132342000,2,Austin,TX,78721,5609,TURA,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63698E
1429,971299,227,885688,885688,E5D7C,0.0752,4700 LEDESMA RD 1,66000,1320,3355EC2B28,220484873000,2,Austin,TX,78721,4700,LEDESMA,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63698F
1430,981347,227,907087,907087,E5D7C,0.0752,1148 MANSELL AVE 1,68000,1360,33DDDFE128,222765769000,2,Austin,TX,78721,1148,MANSELL,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636990
1431,981359,227,720045,720045,E5D7C,0.0752,1206 DELANO ST 1,54000,1080,33DE0971C8,222768493000,2,Austin,TX,78721,1206,DELANO,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636991
1432,981406,227,699915,699915,E5D7C,0.0752,4804 LEDESMA RD 1,52000,1040,33DEAC3D90,222779162000,2,Austin,TX,78721,4804,LEDESMA,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636992
1433,981605,227,726055,726055,E5D7C,0.0752,4607 SANTA ANNA ST 1,54000,1080,33E15D8698,222824335000,2,Austin,TX,78721,4607,SANTA ANNA,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636993
1434,981625,227,837738,837738,E5D7C,0.0752,5007 LOTT AVE 1,62000,1240,33E1A2CCF8,222828875000,2,Austin,TX,78721,5007,LOTT,,AVE,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636994
1435,982612,227,734434,734434,E5D7C,0.0752,1314 DELANO ST A,55000,1100,33EEFD8460,223052924000,2,Austin,TX,78721,1314,DELANO,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636995
1436,982670,227,1007585,1007585,E5D7C,0.0752,5701 TURA LN 1,75000,1500,33EFC66A10,223066090000,2,Austin,TX,78721,5701,TURA,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636996
1437,982677,227,893337,893337,E5D7C,0.0752,5703 TURA LN 1,67000,1340,33EFDEA918,223067679000,2,Austin,TX,78721,5703,TURA,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636997
1438,982687,227,900087,900087,E5D7C,0.0752,5705 TURA LN 1,67000,1340,33F0014C48,223069949000,2,Austin,TX,78721,5705,TURA,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636998
1439,983494,227,696801,696801,E5D7C,0.0752,5406 DOWNS DR 1,52000,1040,33FAEC8A50,223253138000,2,Austin,TX,78721,5406,DOWNS,,DR,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE636999
1440,983512,227,717255,717255,E5D7C,0.0752,5506 HUDSON ST 1,53000,1060,33FB2AE340,223257224000,2,Austin,TX,78721,5506,HUDSON,,ST,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63699A
1441,984315,227,914487,914487,E5D7C,0.0752,1429 WEBBERVILLE RD B,68000,1360,3406084668,223439505000,2,Austin,TX,78721,1429,WEBBERVILLE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63699B
1442,985203,227,683545,683545,E5D7C,0.0752,1409 SPRINGDALE RD 1,51000,1020,34120C14A8,223641081000,2,Austin,TX,78721,1409,SPRINGDALE,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63699C
1443,190131,227,1246064,1246064,E8000,0.0574,1104 PERRY RD,71000,1420,A0C8552A8,43159737000,2,Austin,TX,78721,1104,PERRY,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63699D
1444,191225,227,621603,621603,E8000,0.0574,1111 SHADY LN,35000,700,A1B52A8F8,43408075000,2,Austin,TX,78721,1111,SHADY,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63699E
1445,584367,227,911263,911263,E8000,0.0574,5905 BOLM RD,52000,1040,1EE2A257C8,132651309000,2,Austin,TX,78702,5905,BOLM,,RD,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE63699F
1446,879203,227,711182,711182,E8000,0.0574,SHADY LN,40000,800,2E77D71928,199579081000,2,Austin,TX,78721,0,SHADY,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE6369A0
1447,954213,227,887485,887485,E8000,0.0574,1118 WALTON LN,50000,1000,326EBE9E98,216606351000,2,Austin,TX,78721,1118,WALTON,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE6369A1
1448,954214,227,876116,876116,E8000,0.0574,1116 1 WALTON LN,50000,1000,326EC21550,216606578000,2,Austin,TX,78721,1116,WALTON,1,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE6369A2
1449,954215,227,911757,911757,E8000,0.0574,1116 3 WALTON LN,52000,1040,326EC58C08,216606805000,2,Austin,TX,78721,1116,WALTON,3,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE6369A3
1450,967380,227,660266,660266,E8000,0.0574,1127 WALTON LN,37000,740,3320E5C060,219595260000,2,Austin,TX,78721,1127,WALTON,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE6369A4
1451,967381,227,632480,632480,E8000,0.0574,1129 WALTON LN,36000,720,3320E93718,219595487000,2,Austin,TX,78721,1129,WALTON,,LN,1000,2024-12-19 13:12:33,1000,2024-12-19 13:12:33,0x00000002CE6369A5
